,Time (Hour-Ending),Date,ERCOT.LOAD,ERCOT.PVGR.GEN,"Total Solar Installed, MW","Solar Output, % of Load","Solar Output, % of Installed",Solar 1-hr MW change,Solar 1-hr % change,Daytime Hour,Ramping Daytime Hour
0,2023-01-01 01:00:00,2023-01-01,35829.306163194444,0.4497464536627134,14249,0.001255247454735013,0.0031563369616303834,,,False,False
1,2023-01-01 02:00:00,2023-01-01,35245.390234375,0.45473294615745546,14249,0.0012901912651089112,0.003191332347234581,0.0,0.0,False,False
2,2023-01-01 03:00:00,2023-01-01,34599.761809895834,0.4435279133584764,14249,0.0012818814065697515,0.0031126950197099897,0.0,0.0,False,False
3,2023-01-01 04:00:00,2023-01-01,34227.15106119792,0.4585667176379098,14249,0.0013397747210043733,0.0032182378948551462,0.0,0.0,False,False
4,2023-01-01 05:00:00,2023-01-01,34093.41414279514,0.45112647033400005,14249,0.0013232070817094605,0.003166021968797811,0.0,0.0,False,False
5,2023-01-01 06:00:00,2023-01-01,34256.786032986114,0.4557228226131863,14249,0.0013303140060318777,0.003198279336186303,0.0,0.0,False,False
6,2023-01-01 07:00:00,2023-01-01,34747.34818576389,0.4494718057910601,14249,0.0012935427572433004,0.0031544094728827294,0.0,0.0,False,False
7,2023-01-01 08:00:00,2023-01-01,35260.22500217014,41.984219797849654,14249,0.11906963099431633,0.2946467808116335,41.5,9233.059663655866,True,True
8,2023-01-01 09:00:00,2023-01-01,35986.934774305555,1251.9780247158474,14249,3.478979336716813,8.786427291149185,1210.0,2882.035216626733,True,True
9,2023-01-01 10:00:00,2023-01-01,36670.756616753475,4559.0098369683155,14249,12.432276444728378,31.995296771480913,3307.0,264.14201645037394,True,True
10,2023-01-01 11:00:00,2023-01-01,36898.052315538196,6094.182300347222,14249,16.51627096257569,42.769192928256174,1535.2,33.67397866859811,True,True
11,2023-01-01 12:00:00,2023-01-01,37254.95149956597,6107.382986111111,14249,16.393479900738196,42.86183582083733,13.2,0.2166000186644879,True,True
12,2023-01-01 13:00:00,2023-01-01,37761.48627821181,6355.8132953559025,14249,16.831470161234556,44.605328762410714,248.4,4.067208501004278,True,True
13,2023-01-01 14:00:00,2023-01-01,38076.284678819444,6433.322495117188,14249,16.895877708089067,45.14929114406055,77.5,1.2193561452887247,True,True
14,2023-01-01 15:00:00,2023-01-01,38768.311968315975,6460.986927625868,14249,16.665639022163806,45.34344113710343,27.7,0.43057067356756884,True,True
15,2023-01-01 16:00:00,2023-01-01,39557.958658854164,5359.625499674479,14249,13.548791902776427,37.61404659747687,-1101.4,-17.046931255821573,True,True
16,2023-01-01 17:00:00,2023-01-01,39785.89322265625,2615.4476972113716,14249,6.573806656983621,18.355307019519767,-2744.2,-51.20133860409969,True,True
17,2023-01-01 18:00:00,2023-01-01,40468.36826605903,325.3010847622156,14249,0.8038403787954229,2.2829748386708935,-2290.1,-87.56053514057031,True,True
18,2023-01-01 19:00:00,2023-01-01,41843.91463758681,0.3743653193447325,14249,0.000894670880072139,0.0026273094206241314,-324.9,-99.87670352759235,False,True
19,2023-01-01 20:00:00,2023-01-01,41403.82979817708,0.44594471510913636,14249,0.0010770615116594126,0.0031296562222551502,0.1,26.71187602928451,False,False
20,2023-01-01 21:00:00,2023-01-01,40940.42799696181,0.4370598396990034,14249,0.0010675507342801538,0.0030673018436311564,0.0,0.0,False,False
21,2023-01-01 22:00:00,2023-01-01,40171.69482204861,0.4398251748416159,14249,0.0010948633777836372,0.003086709066191423,0.0,0.0,False,False
22,2023-01-01 23:00:00,2023-01-01,39040.25204861111,0.44124028944306903,14249,0.0011302188543600004,0.0030966403919086886,0.0,0.0,False,False
23,2023-01-02 00:00:00,2023-01-02,37531.37162977431,0.42867450210783214,14249,0.0011421764872769984,0.003008453239580547,0.0,0.0,False,False
24,2023-01-02 01:00:00,2023-01-02,36027.82513454861,0.43073911908600065,14249,0.0011955734698871584,0.003022942796589239,0.0,0.0,False,False
25,2023-01-02 02:00:00,2023-01-02,35035.81462673611,0.4194575735595491,14249,0.0011972251195765196,0.0029437684999617454,0.0,0.0,False,False
26,2023-01-02 03:00:00,2023-01-02,34350.207369791664,0.4304198651181327,14249,0.0012530342553234582,0.0030207022606367653,0.0,0.0,False,False
27,2023-01-02 04:00:00,2023-01-02,34014.536328125,0.426057190100352,14249,0.001252573858394964,0.0029900848487637867,0.0,0.0,False,False
28,2023-01-02 05:00:00,2023-01-02,34221.55439670139,0.4350331801507208,14249,0.0012712256582730025,0.0030530786732452858,0.0,0.0,False,False
29,2023-01-02 06:00:00,2023-01-02,34954.52259548611,0.42992915911806956,14249,0.0012299671893490228,0.003017258468089477,0.0,0.0,False,False
30,2023-01-02 07:00:00,2023-01-02,36168.31922309028,0.43542921039793225,14249,0.0012038967244016945,0.003055858027917273,0.0,0.0,False,False
31,2023-01-02 08:00:00,2023-01-02,37252.4741514757,10.226797548598713,14249,0.027452666652460704,0.0717720369752173,9.8,2250.6528652599873,True,True
32,2023-01-02 09:00:00,2023-01-02,38185.62622395833,664.1669465128581,14249,1.7393113906723052,4.661147775372714,653.9,6393.985965720012,True,True
33,2023-01-02 10:00:00,2023-01-02,40013.152235243055,3222.128001437717,14249,8.052672237604188,22.613011449489207,2558.0,385.1441288113662,True,True
34,2023-01-02 11:00:00,2023-01-02,41299.211495225696,4734.404242078993,14249,11.46366739381042,33.22622108273558,1512.3,46.934820693815084,True,True
35,2023-01-02 12:00:00,2023-01-02,42604.176905381944,5255.343474934896,14249,12.335277563526919,36.88219155684537,520.9,11.002440293760383,True,True
36,2023-01-02 13:00:00,2023-01-02,43380.563096788195,5274.112508680556,14249,12.157777889865704,37.013913317991125,18.8,0.35773113764429826,True,True
37,2023-01-02 14:00:00,2023-01-02,43914.948975694446,5348.34775499132,14249,12.17887730656698,37.53489897530577,74.2,1.40687176994946,True,True
38,2023-01-02 15:00:00,2023-01-02,44219.743600260415,4883.679010416667,14249,11.044114263900676,34.27383683357896,-464.7,-8.68866463603308,True,True
39,2023-01-02 16:00:00,2023-01-02,44682.43539496528,3996.195641004774,14249,8.943549306748523,28.045446283983257,-887.5,-18.1727750351119,True,True
40,2023-01-02 17:00:00,2023-01-02,44971.21763237847,2643.7279686143665,14249,5.878711113018496,18.553778992310804,-1352.5,-33.844689337080034,True,True
41,2023-01-02 18:00:00,2023-01-02,45929.30251302083,533.7636638483074,14249,1.1621418890412865,3.7459727970265098,-2110.0,-79.81153980475138,True,True
42,2023-01-02 19:00:00,2023-01-02,46499.27720703125,0.8151235099633535,14249,0.0017529810330903315,0.005720566425456899,-532.9,-99.8381935851383,False,True
43,2023-01-02 20:00:00,2023-01-02,45772.544309895835,1.2577170972029368,14249,0.002747754393305647,0.00882670431049854,0.4,49.07231788934456,False,False
44,2023-01-02 21:00:00,2023-01-02,44636.07935329861,1.2471969966755974,14249,0.00279414548666768,0.00875287386255595,0.0,0.0,False,False
45,2023-01-02 22:00:00,2023-01-02,43393.901907552085,1.287440078523424,14249,0.0029668686657084494,0.009035301273937988,0.0,0.0,False,False
46,2023-01-02 23:00:00,2023-01-02,41402.1465234375,1.2626001834869385,14249,0.0030496007804140983,0.00886097398755659,0.0,0.0,False,False
47,2023-01-03 00:00:00,2023-01-03,39014.152211371525,1.2522758701112535,14249,0.0032097990065929212,0.008788517580961847,0.0,0.0,False,False
48,2023-01-03 01:00:00,2023-01-03,37047.704537760415,1.2657257816526626,14249,0.003416475588555256,0.008882909549109851,0.0,0.0,False,False
49,2023-01-03 02:00:00,2023-01-03,35546.62135633681,1.267196828391817,14249,0.0035648868444874493,0.008893233408602827,0.0,0.0,False,False
50,2023-01-03 03:00:00,2023-01-03,34754.39685329861,1.2685927857293022,14249,0.003650164872905563,0.008903030287945134,0.0,0.0,False,False
51,2023-01-03 04:00:00,2023-01-03,34467.43789279514,1.2810997928513421,14249,0.0037168407957562035,0.008990804918600197,0.0,0.0,False,False
52,2023-01-03 05:00:00,2023-01-03,34740.5382530382,1.2495890084902446,14249,0.003596918963628789,0.008769661088428976,0.0,0.0,False,False
53,2023-01-03 06:00:00,2023-01-03,36180.709051649304,1.2353321631749472,14249,0.0034143392861965883,0.008669606029721014,0.0,0.0,False,False
54,2023-01-03 07:00:00,2023-01-03,38485.48458984375,1.2718568448225658,14249,0.0033047702487763566,0.008925937573321396,0.0,0.0,False,False
55,2023-01-03 08:00:00,2023-01-03,40015.69165581597,32.32633832242754,14249,0.08078415487722591,0.2268674175200192,31.1,2445.2437494519045,True,True
56,2023-01-03 09:00:00,2023-01-03,40472.34348741319,1001.2960362752278,14249,2.474025346683047,7.027131983123222,969.0,2997.555709326107,True,True
57,2023-01-03 10:00:00,2023-01-03,40752.95234157986,2861.2859157986113,14249,7.021051853657403,20.08060857462707,1860.0,185.75924927448116,True,True
58,2023-01-03 11:00:00,2023-01-03,41282.92416015625,4168.086376139323,14249,10.096393268968345,29.25178171197504,1306.8,45.67177270836494,True,True
59,2023-01-03 12:00:00,2023-01-03,41887.986475694444,4786.600073784723,14249,11.427142903042506,33.59253332714382,618.5,14.838943922579736,True,True
60,2023-01-03 13:00:00,2023-01-03,42313.08001302083,5102.687736545139,14249,12.05936257765899,35.81084803526661,316.1,6.6038523195455205,True,True
61,2023-01-03 14:00:00,2023-01-03,42801.57960503472,5469.608438585069,14249,12.778987338919807,38.38591086100828,366.9,7.190328292524829,True,True
62,2023-01-03 15:00:00,2023-01-03,43071.40099175347,5592.932331136068,14249,12.985257508124477,39.25140242217747,123.3,2.2542747142590054,True,True
63,2023-01-03 16:00:00,2023-01-03,43315.696085069445,5813.349527994792,14249,13.420884467786735,40.79829832265276,220.4,3.9406877636088105,True,True
64,2023-01-03 17:00:00,2023-01-03,43479.05980685764,4615.481685112847,14249,10.615412811628646,32.39161825470452,-1197.9,-20.606020577833615,True,True
65,2023-01-03 18:00:00,2023-01-03,43444.58450520833,806.2533722527822,14249,1.855820193552835,5.658315476544194,-3809.2,-82.53093089474291,True,True
66,2023-01-03 19:00:00,2023-01-03,44398.44211805556,0.5065520264042749,14249,0.0011409229744083179,0.003555000536207979,-805.7,-99.93136496890102,False,True
67,2023-01-03 20:00:00,2023-01-03,44018.648042534725,0.4640881207916472,14249,0.0010542988970111123,0.003256987302910009,0.0,0.0,False,False
68,2023-01-03 21:00:00,2023-01-03,42968.486059027775,0.43097770303487776,14249,0.001003008815444007,0.0030246171874158028,0.0,0.0,False,False
69,2023-01-03 22:00:00,2023-01-03,41477.34415147569,0.4178966134455469,14249,0.0010075298262091808,0.0029328136251354263,0.0,0.0,False,False
70,2023-01-03 23:00:00,2023-01-03,39401.33119791667,0.43946706626150345,14249,0.0011153609609127625,0.0030841958471577195,0.0,0.0,False,False
71,2023-01-04 00:00:00,2023-01-04,37372.224620225694,0.44223949554893704,14249,0.0011833373582732852,0.003103652856684238,0.0,0.0,False,False
72,2023-01-04 01:00:00,2023-01-04,36034.62342013889,0.4496875999371211,14249,0.0012479320088740027,0.0031559239240446426,0.0,0.0,False,False
73,2023-01-04 02:00:00,2023-01-04,35340.21527777778,0.47023609836896263,14249,0.0013305977189806508,0.003300134033047671,0.0,0.0,False,False
74,2023-01-04 03:00:00,2023-01-04,35185.80338107639,0.4388433696495162,14249,0.0012472171372546654,0.003079818721661283,0.0,0.0,False,False
75,2023-01-04 04:00:00,2023-01-04,35412.210724826386,0.43079205331703024,14249,0.0012165070875256468,0.0030233142909469454,0.0,0.0,False,False
76,2023-01-04 05:00:00,2023-01-04,36287.75993489583,0.4662777399023374,14249,0.001284944953171235,0.003272354129428994,0.0,0.0,False,False
77,2023-01-04 06:00:00,2023-01-04,38666.641358506946,0.46955073518885504,14249,0.0012143561444483992,0.0032953241293343745,0.0,0.0,False,False
78,2023-01-04 07:00:00,2023-01-04,42018.54481119791,0.4615746168957816,14249,0.001098502147015744,0.0032393474411943407,0.0,0.0,False,False
79,2023-01-04 08:00:00,2023-01-04,44090.79413845486,117.90474685549736,14249,0.267413525111955,0.8274597996736428,117.4,25434.674200576246,True,True
80,2023-01-04 09:00:00,2023-01-04,44248.71033854166,2798.0078228081597,14249,6.323365814282342,19.636520617644464,2680.1,2273.1061059693366,True,True
81,2023-01-04 10:00:00,2023-01-04,43585.901338975695,7400.220552300348,14249,16.978473141457943,51.93501685943117,4602.2,164.48131282853603,True,True
82,2023-01-04 11:00:00,2023-01-04,42866.1775,8332.491249457466,14249,19.438381809195526,58.477726503315786,932.3,12.598273165117977,True,True
83,2023-01-04 12:00:00,2023-01-04,42278.144192708336,8217.435611436633,14249,19.436604345689055,57.67026185301869,-115.1,-1.38133958445494,True,True
84,2023-01-04 13:00:00,2023-01-04,41833.445269097225,7866.223173828125,14249,18.803670420229484,55.205440198106004,-351.2,-4.273839389884804,True,True
85,2023-01-04 14:00:00,2023-01-04,41863.988270399306,8099.4049609375,14249,19.346950196487445,56.84191845699698,233.2,2.9645739110973177,True,True
86,2023-01-04 15:00:00,2023-01-04,41641.62960503472,8017.369008246528,14249,19.2532546979794,56.26618715872361,-82.0,-1.0124200530221243,True,True
87,2023-01-04 16:00:00,2023-01-04,41956.21751519097,7810.1118760850695,14249,18.614909395150512,54.811649070707205,-207.3,-2.5856362578144374,True,True
88,2023-01-04 17:00:00,2023-01-04,42328.113524305554,5968.518699815539,14249,14.10060171093689,41.88728121142212,-1841.6,-23.57968783570266,True,True
89,2023-01-04 18:00:00,2023-01-04,42881.48414496528,999.6228119648828,14249,2.3311292318744257,7.01538923408578,-4968.9,-83.2518125502994,True,True
90,2023-01-04 19:00:00,2023-01-04,43986.47515842014,0.6967841153012382,14249,0.0015840871831437394,0.004890056251675473,-998.9,-99.92769152962185,False,True
91,2023-01-04 20:00:00,2023-01-04,43950.29019748264,0.38144685397545497,14249,0.0008679051998553203,0.0026770078881006034,-0.3,-43.0549424724331,False,False
92,2023-01-04 21:00:00,2023-01-04,43667.6362890625,0.29064718908733794,14249,0.0006655894703422196,0.00203977253903669,-0.1,-26.215971886462253,False,False
93,2023-01-04 22:00:00,2023-01-04,42948.39933376736,0.29715622034337785,14249,0.0006918912577720782,0.0020854531570171793,0.0,0.0,False,False
94,2023-01-04 23:00:00,2023-01-04,41216.50196180555,0.29524052701062625,14249,0.0007163163125396214,0.002072008751565908,0.0,0.0,False,False
95,2023-01-05 00:00:00,2023-01-05,39684.501355251734,0.29616059848003917,14249,0.0007462878160641071,0.0020784658465860003,0.0,0.0,False,False
96,2023-01-05 01:00:00,2023-01-05,38364.39594184028,0.30096151027414536,14249,0.0007844812954448637,0.00211215882008664,0.0,0.0,False,False
97,2023-01-05 02:00:00,2023-01-05,38109.59848090278,0.297298357685407,14249,0.0007801141170101467,0.0020864506820507194,0.0,0.0,False,False
98,2023-01-05 03:00:00,2023-01-05,37840.014188368055,0.28622275508112377,14249,0.0007564023460887286,0.002008721700337734,0.0,0.0,False,False
99,2023-01-05 04:00:00,2023-01-05,37970.85426215278,0.2915964941846,14249,0.0007679482061988977,0.0020464347967197698,0.0,0.0,False,False
100,2023-01-05 05:00:00,2023-01-05,39125.905070529516,0.29344408741841715,14249,0.0007499994872692303,0.0020594012732010466,0.0,0.0,False,False
101,2023-01-05 06:00:00,2023-01-05,41681.69178819445,0.3012485225664245,14249,0.0007227358335098756,0.002114173082787736,0.0,0.0,False,False
102,2023-01-05 07:00:00,2023-01-05,45568.78688476563,0.3144318142367734,14249,0.0006900157667833219,0.0022066939029880936,0.0,0.0,False,False
103,2023-01-05 08:00:00,2023-01-05,47484.731320529514,124.29361491464907,14249,0.26175490827914205,0.8722971079700265,124.0,39436.21299930723,True,True
104,2023-01-05 09:00:00,2023-01-05,46803.333671875,3161.2771032036676,14249,6.754384474760903,22.185957633543882,3037.0,2443.4078951565384,True,True
105,2023-01-05 10:00:00,2023-01-05,45325.74525173611,8036.25502061632,14249,17.730000854886125,56.39872988010611,4875.0,154.2098285234037,True,True
106,2023-01-05 11:00:00,2023-01-05,44050.55878689236,8685.981298828125,14249,19.718209117049195,60.958532520374234,649.7,8.084611530286816,True,True
107,2023-01-05 12:00:00,2023-01-05,42784.79184787326,8416.894022894965,14249,19.672630529142918,59.07006823563032,-269.1,-3.0980955489313087,True,True
108,2023-01-05 13:00:00,2023-01-05,41907.7982421875,8232.85383843316,14249,19.64515957353579,57.77846753058573,-184.0,-2.1860795621222966,True,True
109,2023-01-05 14:00:00,2023-01-05,41382.96556749132,8369.811328125,14249,20.225257453999294,58.73964017211735,137.0,1.6640645235367524,True,True
110,2023-01-05 15:00:00,2023-01-05,41130.99195746528,8591.26470594618,14249,20.8875699249623,60.29380802825588,221.5,2.6464156874802613,True,True
111,2023-01-05 16:00:00,2023-01-05,41281.608984375,8668.247980685765,14249,20.99784430390462,60.83407944898425,77.0,0.8962591962357628,True,True
112,2023-01-05 17:00:00,2023-01-05,41595.90826388889,6034.928086480035,14249,14.508465708198523,42.353344701242435,-2633.3,-30.378687894801942,True,True
113,2023-01-05 18:00:00,2023-01-05,42416.31463107639,1007.7471010250515,14249,2.3758478542752126,7.072405790055804,-5027.2,-83.30173828023511,True,True
114,2023-01-05 19:00:00,2023-01-05,43985.920373263885,0.601885552522209,14249,0.0013683595737331784,0.004224054688204148,-1007.1,-99.93578735930937,False,True
115,2023-01-05 20:00:00,2023-01-05,43717.70142361111,0.3051857341494825,14249,0.0006980827541510621,0.0021418045768087763,-0.3,-49.843362869044824,False,False
116,2023-01-05 21:00:00,2023-01-05,43924.066336805554,0.3012962578071488,14249,0.0006859480074017688,0.0021145080904424788,0.0,0.0,False,False
117,2023-01-05 22:00:00,2023-01-05,43370.12507052952,0.3186413409064213,14249,0.0007347023795486854,0.0022362365141864082,0.0,0.0,False,False
118,2023-01-05 23:00:00,2023-01-05,41980.8400390625,0.3148802514043119,14249,0.000750057052482325,0.002209841051332107,0.0,0.0,False,False
119,2023-01-06 00:00:00,2023-01-06,40467.97308159722,0.3480869623356395,14249,0.0008601541807734665,0.0024428869558259497,0.0,0.0,False,False
120,2023-01-06 01:00:00,2023-01-06,39238.578081597225,0.3188344951139556,14249,0.000812553641599689,0.0022375920774367016,0.0,0.0,False,False
121,2023-01-06 02:00:00,2023-01-06,38758.34013020834,0.3187917308178213,14249,0.0008225113091707307,0.002237291956051802,0.0,0.0,False,False
122,2023-01-06 03:00:00,2023-01-06,38478.787530381946,0.31544011268350813,14249,0.0008197766429995853,0.0022137701781423827,0.0,0.0,False,False
123,2023-01-06 04:00:00,2023-01-06,38796.56458333333,0.3062439741690954,14249,0.0007893584843351184,0.002149231343737072,0.0,0.0,False,False
124,2023-01-06 05:00:00,2023-01-06,39772.57124131944,0.33032126877042983,14249,0.0008305253054076157,0.0023182066725414407,0.0,0.0,False,False
125,2023-01-06 06:00:00,2023-01-06,41666.63591145833,0.32177350661820836,14249,0.0007722569859058879,0.0022582181670166915,0.0,0.0,False,False
126,2023-01-06 07:00:00,2023-01-06,44944.12676215278,0.3440603092312813,14249,0.0007655289667815122,0.002414627757956918,0.0,0.0,False,False
127,2023-01-06 08:00:00,2023-01-06,46485.861002604164,83.20729426268075,14249,0.17899484373973287,0.5839518160059004,82.9,24094.61300119732,True,True
128,2023-01-06 09:00:00,2023-01-06,46083.73331163194,2588.4692797851562,14249,5.616882777879898,18.165971505264626,2505.3,3010.9139134976667,True,True
129,2023-01-06 10:00:00,2023-01-06,45020.233225911456,6063.9999846733945,14249,13.46949926768316,42.5573723396266,3475.5,134.2685434647487,True,True
130,2023-01-06 11:00:00,2023-01-06,44517.132769097225,6852.323328993056,14249,15.392553164946376,48.08985422831817,788.3,12.999670217552906,True,True
131,2023-01-06 12:00:00,2023-01-06,44046.0993359375,6859.072683919271,14249,15.572486071026292,48.13722144655254,6.7,0.09777705572723697,True,True
132,2023-01-06 13:00:00,2023-01-06,43449.29421006944,6089.078828125,14249,14.014218041576026,42.73337657467191,-770.0,-11.226007296951726,True,True
133,2023-01-06 14:00:00,2023-01-06,43269.99438802083,5403.760159505208,14249,12.48846974891502,37.92378524461512,-685.3,-11.254575927554928,True,True
134,2023-01-06 15:00:00,2023-01-06,43177.46685221354,5894.030046386719,14249,13.650708288563147,41.36451713374075,490.3,9.073311648326264,True,True
135,2023-01-06 16:00:00,2023-01-06,43307.43686631945,6711.619427625868,14249,15.497614066478155,47.102389133454054,817.6,13.871663251890313,True,True
136,2023-01-06 17:00:00,2023-01-06,43053.107025824655,4872.323964029948,14249,11.317008923670409,34.194146705242105,-1839.3,-27.404712377302122,True,True
137,2023-01-06 18:00:00,2023-01-06,42742.084851345484,905.0960551897684,14249,2.1175758233077318,6.351997018666351,-3967.2,-81.42315718921714,True,True
138,2023-01-06 19:00:00,2023-01-06,43469.276154513886,0.7899992507033878,14249,0.0018173738340967376,0.0055442434606175015,-904.3,-99.91204743571646,False,True
139,2023-01-06 20:00:00,2023-01-06,43161.36261067708,0.4101238952163193,14249,0.0009502107218340335,0.002878264406037752,-0.4,-50.632959416588555,False,False
140,2023-01-06 21:00:00,2023-01-06,42248.18315972222,0.4202407661742634,14249,0.000994695475035018,0.0029492649742035473,0.0,0.0,False,False
141,2023-01-06 22:00:00,2023-01-06,41146.169692925345,0.43294114897648495,14249,0.0010522027984804735,0.0030383967224119936,0.0,0.0,False,False
142,2023-01-06 23:00:00,2023-01-06,39553.170260416664,0.42308509949180817,14249,0.0010696616648077284,0.0029692266088273433,0.0,0.0,False,False
143,2023-01-07 00:00:00,2023-01-07,37614.26306857639,0.4610609967841042,14249,0.0012257610788320417,0.003235742836578737,0.0,0.0,False,False
144,2023-01-07 01:00:00,2023-01-07,36013.19023220486,0.4867854998509089,14249,0.0013516866923264134,0.0034162783342754502,0.0,0.0,False,False
145,2023-01-07 02:00:00,2023-01-07,34832.82162326389,0.4408242893881268,14249,0.001265542866885387,0.003093720888400076,0.0,0.0,False,False
146,2023-01-07 03:00:00,2023-01-07,34003.98253472222,0.4528809232844247,14249,0.001331846711843173,0.0031783347833842708,0.0,0.0,False,False
147,2023-01-07 04:00:00,2023-01-07,33962.38836046007,0.42064064741134644,14249,0.0012385484876589765,0.0029520713552624494,0.0,0.0,False,False
148,2023-01-07 05:00:00,2023-01-07,34002.340087890625,0.4331062147352431,14249,0.0012737541404966028,0.003039555159907664,0.0,0.0,False,False
149,2023-01-07 06:00:00,2023-01-07,34643.6085546875,0.49766124970383113,14249,0.0014365167788980067,0.003492604742114051,0.1,23.089024492786326,False,False
